,금융회사,상품명,적립방식,세전이자율,최고우대금리,가입대상,이자계산방식,우대조건,가입방법,만기후이자율,기타유의사항,개월수,상품종류
1185,페퍼저축은행,평촌사랑 회전정기예금 (1년단위 변동금리상품) (평촌지점 창구전용),,3.75%,3.75%,제한없음,복리,*매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,영업점,* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1186,페퍼저축은행,회전정기예금 (1년단위 변동금리상품) (창구전용),,3.75%,3.75%,제한없음,단리,*회전정기예금(회전주기 12개월): 매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,영업점,* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1187,페퍼저축은행,회전정기예금 (1년단위 변동금리상품) (창구전용),,3.75%,3.75%,제한없음,복리,*회전정기예금(회전주기 12개월): 매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,영업점,* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1188,페퍼저축은행,"회전정기예금 (인터넷, 모바일,비대면) (1년단위 변동금리상품)",,3.75%,3.75%,제한없음,단리,*회전정기예금(회전주기 12개월): 매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,"인터넷,스마트폰",* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1189,페퍼저축은행,"회전정기예금 (인터넷, 모바일,비대면) (1년단위 변동금리상품)",,3.75%,3.75%,제한없음,복리,*회전정기예금(회전주기 12개월): 매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,"인터넷,스마트폰",* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1190,페퍼저축은행,AI페퍼스배구사랑 회전정기예금 (1년단위 변동금리상품) (광주 및 전주지점 창구전용),,3.75%,3.75%,제한없음,단리,*매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,영업점,* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1191,페퍼저축은행,AI페퍼스배구사랑 회전정기예금 (1년단위 변동금리상품) (광주 및 전주지점 창구전용),,3.75%,3.75%,제한없음,복리,*매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용.,영업점,* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 10만원 이상,24,예금
1192,OK저축은행,OK e-안심앱플러스정기예금6 (변동금리),,3.71%,3.71%,실명의 개인,복리,없음,스마트폰,"만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과: 연0.1%",*OK저축은행 모바일뱅킹앱 전용상품*6개월 회전식 정기예금 (3년 만기 정기예금으로 가입 후 매 6개월 마다 해당시점 금리로 자동연장되는 변동금리 상품. 매 6개월 경과 후 중도해지 시 가입일부터 6개월 경과 시점까지는 정상이율을 적용함.),24,예금
1193,OK저축은행,OK e-안심앱플러스정기예금6 (변동금리),,3.71%,3.71%,실명의 개인,단리,없음,스마트폰,"만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과: 연0.1%",*OK저축은행 모바일뱅킹앱 전용상품*6개월 회전식 정기예금 (3년 만기 정기예금으로 가입 후 매 6개월 마다 해당시점 금리로 자동연장되는 변동금리 상품. 매 6개월 경과 후 중도해지 시 가입일부터 6개월 경과 시점까지는 정상이율을 적용함.),24,예금
1194,고려저축은행,회전정기예금,,3.70%,3.70%,비거주 외국인 외 제한없음,단리,-,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,24,예금
1195,고려저축은행,회전정기예금,,3.70%,3.70%,비거주 외국인 외 제한없음,복리,-,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,24,예금
1196,대아상호저축은행,정기예금,,3.70%,3.70%,제한없음,복리,없음,영업점,- 만기 후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율- 만기 후 1개월 초과 : 보통예금 이율,"예금자보호법에 따라 예금보험공사가 보호하되, 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",24,예금
1197,대아상호저축은행,정기예금,,3.70%,3.70%,제한없음,단리,없음,영업점,- 만기 후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율- 만기 후 1개월 초과 : 보통예금 이율,"예금자보호법에 따라 예금보험공사가 보호하되, 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",24,예금
1198,디비저축은행,DreamBig E-정기예금(12개월회전/인터넷),,3.70%,3.70%,"실명의 개인, 법인",단리,최고우대금리 : 0.1% / 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기예금 고시이율) / 회전주기(매 금리변경일)경과후 해지시 ①신규일부터 회전일까지는 약정이율 적용②회전주기일부터 중도해지 전일까지는 중도해지이율 적용,인터넷,1개월 이하: 최종회전일 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,최소가입금액: 10만원 이상 / 가입채널: 인터넷뱅킹,24,예금
1199,디비저축은행,DreamBig E-정기예금(12개월회전/인터넷),,3.70%,3.70%,"실명의 개인, 법인",복리,최고우대금리 : 0.1% / 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기예금 고시이율) / 회전주기(매 금리변경일)경과후 해지시 ①신규일부터 회전일까지는 약정이율 적용②회전주기일부터 중도해지 전일까지는 중도해지이율 적용,인터넷,1개월 이하: 최종회전일 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,최소가입금액: 10만원 이상 / 가입채널: 인터넷뱅킹,24,예금
1200,디비저축은행,DreamBig 정기예금(12개월회전/창구),,3.70%,3.70%,"실명의 개인, 법인",단리,최고우대금리 : 0.1% / 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기예금 고시이율) / 회전주기(매 금리변경일)경과후 해지시 ①신규일부터 회전일까지는 약정이율 적용②회전주기일부터 중도해지 전일까지는 중도해지이율 적용,영업점,1개월 이하: 최종회전일 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,최소가입금액: 10만원 이상 / 가입채널: 대면(창구),24,예금
1201,디비저축은행,DreamBig 정기예금(12개월회전/창구),,3.70%,3.70%,"실명의 개인, 법인",복리,최고우대금리 : 0.1% / 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기예금 고시이율) / 회전주기(매 금리변경일)경과후 해지시 ①신규일부터 회전일까지는 약정이율 적용②회전주기일부터 중도해지 전일까지는 중도해지이율 적용,영업점,1개월 이하: 최종회전일 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,최소가입금액: 10만원 이상 / 가입채널: 대면(창구),24,예금
1202,상상인플러스저축은행,비대면 정기예금,,3.70%,3.70%,제한없음,복리,없음,스마트폰,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리1개월 미만: 연0.1%(세전)3개월 미만: 약정이율10%6개월 미만: 약정이율15%9개월 미만: 약정이율70%9개월 이상 24개월 미만: 약정이율95%,24,예금
1203,상상인플러스저축은행,비대면 정기예금,,3.70%,3.70%,제한없음,단리,없음,스마트폰,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리1개월 미만: 연0.1%(세전)3개월 미만: 약정이율10%6개월 미만: 약정이율15%9개월 미만: 약정이율70%9개월 이상 24개월 미만: 약정이율95%,24,예금
1204,상상인플러스저축은행,정기예금,,3.70%,3.70%,제한없음,복리,없음,영업점,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리1개월 미만: 연0.1%(세전)3개월 미만: 약정이율10%6개월 미만: 약정이율15%9개월 미만: 약정이율70%9개월 이상 24개월 미만: 약정이율95%,24,예금
1205,상상인플러스저축은행,정기예금,,3.70%,3.70%,제한없음,단리,없음,영업점,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리1개월 미만: 연0.1%(세전)3개월 미만: 약정이율10%6개월 미만: 약정이율15%9개월 미만: 약정이율70%9개월 이상 24개월 미만: 약정이율95%,24,예금
