은행,상품명,적립방식,금리,최고우대금리,이자계산방식,우대조건,가입대상,가입방법,만기후금리,유의사항,저축기간
오투저축은행,정기적금,자유적립식,3.4,3.4,복리,-,제한없음,영업점,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,36
키움저축은행,정기적금,정액적립식,3.4,3.4,단리,없음,개인 및 개인사업자,영업점,-만기후 1개월 이내당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율-만기후 1개월 초과연 0.2% (신규시점의 보통예금 금리)※2019년 7월 1일 이후 신규 가입 계좌에 한함.,없음,36
KB저축은행,KB일반e-Plus정기적금,정액적립식,3.3,3.4,복리,-KB스타클럽 고객 연0.1%p적용. 단/ 베스트/ 그랜드/ VIP/VVIP등급 적용,제한없음,인터넷/스마트폰,- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율- 1개월초과 : 보통예금이율,- 12~36개월- 가입금액: 1만원이상,36
KB저축은행,KB일반e-Plus정기적금,정액적립식,3.3,3.4,단리,-KB스타클럽 고객 연0.1%p적용. 단/ 베스트/ 그랜드/ VIP/VVIP등급 적용,제한없음,인터넷/스마트폰,- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율- 1개월초과 : 보통예금이율,- 12~36개월- 가입금액: 1만원이상,36
KB저축은행,KB일반정기적금,정액적립식,3.2,3.4,복리,- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단/ 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제 -KB스타클럽 고객 연0.1%p적용. 단/ 베스트/ 그랜드/ VIP/VVIP등급 적용,제한없음,영업점,- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율- 1개월초과 : 보통예금이율,- 12~36개월- 가입금액: 1만원이상,36
KB저축은행,KB일반정기적금,정액적립식,3.2,3.4,단리,- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단/ 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제 -KB스타클럽 고객 연0.1%p적용. 단/ 베스트/ 그랜드/ VIP/VVIP등급 적용,제한없음,영업점,- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율- 1개월초과 : 보통예금이율,- 12~36개월- 가입금액: 1만원이상,36
삼호저축은행,정기적금,정액적립식,3.35,3.35,단리,만기후 1개월 이내 해지시 약정금리 적용/ 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%),제한없음,영업점,없음,없음,36
삼호저축은행,정기적금,정액적립식,3.35,3.35,복리,만기후 1개월 이내 해지시 약정금리 적용/ 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%),제한없음,영업점,없음,없음,36
삼호저축은행,정기적금(인터넷-모바일),정액적립식,3.35,3.35,단리,만기후 1개월 이내 해지시 약정금리 적용/ 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%),제한없음,인터넷/스마트폰,없음,없음,36
삼호저축은행,정기적금(인터넷-모바일),정액적립식,3.35,3.35,복리,만기후 1개월 이내 해지시 약정금리 적용/ 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%),제한없음,인터넷/스마트폰,없음,없음,36
금화저축은행,정기적금,자유적립식,3.3,3.3,단리,창구전용상품,제한없음,영업점,① 만기 후 1개월 이내 : 약정금리② 만기 후 1개월 초과 : 보통예금 이율 (0.2%),중도해지 이율 - ① 1개월 미만 : 보통예금이율 (0.2%)② 1개월이상~6개월미만 : 약정이율X50%③ 6개월이상~12개월미만 : 약정이율X55%④ 12개월이상~24개월미만 : 약정이율X60%⑤ 24개월이상~60개월미만 : 약정이율X70%,36
더케이저축은행,정기적금,정액적립식,3.3,3.3,단리,없음,제한없음,영업점/인터넷/스마트폰,-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율-30일 이후 : 보통예금 이율,없음,36
청주저축은행,정기적금,자유적립식,3.3,3.3,단리,없음,제한없음,영업점,1개월이내 : 만기시 동일사품 동일계약기간의 신규 약정금리1개월초과 : 보통예금이율,상품 문의 ☎ 043-256-9114,36
페퍼저축은행,정기적금,정액적립식,3.3,3.3,단리,우대사항 없음,제한없음,영업점,* 만기 후 1개월 이내 기간 : 최종 이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 1만원 이상,36
페퍼저축은행,정기적금,정액적립식,3.3,3.3,단리,우대사항 없음,제한없음,인터넷/스마트폰,* 만기 후 1개월 이내 기간 : 최종 이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 1만원 이상,36
페퍼저축은행,정기적금,정액적립식,3.3,3.3,단리,우대사항 없음,실명의 개인,스마트폰,* 만기 후 1개월 이내 기간 : 최종 이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,비대면 전용상품최소가입금액: 1만원 이상,36
IBK저축은행,정기적금,정액적립식,3.3,3.3,복리,없음,제한없음,스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36
IBK저축은행,정기적금,정액적립식,3.3,3.3,단리,없음,제한없음,스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36
IBK저축은행,정기적금,정액적립식,3.3,3.3,복리,없음,제한없음,인터넷/스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36
IBK저축은행,정기적금,정액적립식,3.3,3.3,단리,없음,제한없음,인터넷/스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36
고려저축은행,보고파 정기적금,정액적립식,3.2,3.2,단리,-,비거주 외국인 외 제한없음,인터넷/스마트폰,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-1인당 최대 100만원까지 가입가능-1인1계좌 제한-가입기간 : 6개월~36개월,36
고려저축은행,씨앗정기적금,정액적립식,3.2,3.2,단리,-,제한없음,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36
고려저축은행,응답하라2030정기적금,정액적립식,3.2,3.2,단리,-,*만20~30대만 가입가능 (나이제한),영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36
고려저축은행,정기적금,정액적립식,3.2,3.2,단리,-,비거주 외국인 외 제한없음,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36
고려저축은행,정기적금(비대면),정액적립식,3.2,3.2,단리,-,비거주 외국인 외 제한없음,인터넷/스마트폰,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36
더블저축은행,정기적금,정액적립식,3.2,3.2,단리,없음,제한없음,영업점,*만기경과 1개월이내 : - 해당 약정기간 정기적금 현행이율*만기경과 1개월이후 : 보통예금 이율,예금자보호한도외 기타사항 없음,36
더블저축은행,정기적금(인터넷뱅킹/비대면),정액적립식,3.2,3.2,단리,없음,제한없음,인터넷,*만기경과 1개월이내 : - 해당 약정기간 정기적금 현행이율*만기경과 1개월이후 : 보통예금 이율,예금자보호한도외 기타사항 없음,36
세람저축은행,정기적금,정액적립식,3.2,3.2,단리,인터넷뱅킹/ 스마트폰뱅킹 가입 시 우대금리 지급(+0.2~0.3%),제한없음,영업점/인터넷/스마트폰,1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 1개월 초과: 보통예금 금리,없음,36
센트럴저축은행,정기적금,정액적립식,3.2,3.2,단리,없음.,제한없음,영업점,(만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5%,중도해지 이율 (실 예치 기간 기준) *1개월 미만: 0.5% *1개월~3개월 미만: 1.0% *3개월~6개월 미만: 1.3% *6개월~10개월 미만: 1.6% *10개월 이상: 1.8%,36
센트럴저축은행,정기적금,정액적립식,3.2,3.2,단리,없음.,제한없음,인터넷/스마트폰,(만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5%,중도해지 이율 (실 예치 기간 기준) *1개월 미만: 0.5% *1개월~3개월 미만: 1.0% *3개월~6개월 미만: 1.3% *6개월~10개월 미만: 1.6% *10개월 이상: 1.8%,36
스마트저축은행,정기적금,정액적립식,3.2,3.2,단리,없음,제한없음,영업점,○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3%,가입한도 없음,36
스마트저축은행,정기적금,정액적립식,3.2,3.2,단리,없음,제한없음,스마트폰,○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3%,가입채널 제한(스마트폰 전용),36
스마트저축은행,정기적금,정액적립식,3.2,3.2,단리,없음,제한없음,인터넷/스마트폰,○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3%,가입채널 제한(인터넷/ 모바일 전용),36
애큐온저축은행,직장인우대적금,정액적립식,2.8,3.2,단리,최대 연 0.50% 우대금리 적용 ※ 우대금리 적용조건 ① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2% ② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1% ③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%,만 19세이상 직장인,영업점/인터넷/스마트폰,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상1인 1계좌,36
애큐온저축은행,직장인우대적금,정액적립식,2.8,3.2,복리,최대 연 0.50% 우대금리 적용 ※ 우대금리 적용조건 ① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2% ② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1% ③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%,만 19세이상 직장인,영업점/인터넷/스마트폰,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상1인 1계좌,36
한성저축은행,정기적금,정액적립식,3.2,3.2,단리,없음,제한없음,영업점,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,*방문가입* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단/ 최저금리는 보통예금이율 이상 적용,36
한성저축은행,정기적금,정액적립식,3.2,3.2,복리,없음,제한없음,영업점,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,*방문가입* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단/ 최저금리는 보통예금이율 이상 적용,36
